name|form|href|imgSrc|typeColour
Wingull||/wiki/Wingull_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/4c/0278Wingull.png/70px-0278Wingull.png|#6890F0
Pelipper||/wiki/Pelipper_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/af/0279Pelipper.png/70px-0279Pelipper.png|#6890F0
Ralts||/wiki/Ralts_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/5c/0280Ralts.png/70px-0280Ralts.png|#F85888
Kirlia||/wiki/Kirlia_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/64/0281Kirlia.png/70px-0281Kirlia.png|#F85888
Gardevoir||/wiki/Gardevoir_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/f8/0282Gardevoir.png/70px-0282Gardevoir.png|#F85888
Surskit||/wiki/Surskit_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/c4/0283Surskit.png/70px-0283Surskit.png|#A8B820
Masquerain||/wiki/Masquerain_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/68/0284Masquerain.png/70px-0284Masquerain.png|#A8B820
Shroomish||/wiki/Shroomish_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/22/0285Shroomish.png/70px-0285Shroomish.png|#78C850
Breloom||/wiki/Breloom_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/ee/0286Breloom.png/70px-0286Breloom.png|#78C850
Slakoth||/wiki/Slakoth_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/61/0287Slakoth.png/70px-0287Slakoth.png|#A8A878
Vigoroth||/wiki/Vigoroth_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/76/0288Vigoroth.png/70px-0288Vigoroth.png|#A8A878
Slaking||/wiki/Slaking_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/d/d9/0289Slaking.png/70px-0289Slaking.png|#A8A878
Nincada||/wiki/Nincada_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/5f/0290Nincada.png/70px-0290Nincada.png|#A8B820
Ninjask||/wiki/Ninjask_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/5c/0291Ninjask.png/70px-0291Ninjask.png|#A8B820
Shedinja||/wiki/Shedinja_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/ad/0292Shedinja.png/70px-0292Shedinja.png|#A8B820
Whismur||/wiki/Whismur_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/b7/0293Whismur.png/70px-0293Whismur.png|#A8A878
Loudred||/wiki/Loudred_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/b2/0294Loudred.png/70px-0294Loudred.png|#A8A878
Exploud||/wiki/Exploud_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/a2/0295Exploud.png/70px-0295Exploud.png|#A8A878
Makuhita||/wiki/Makuhita_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/ea/0296Makuhita.png/70px-0296Makuhita.png|#C03028
Hariyama||/wiki/Hariyama_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/08/0297Hariyama.png/70px-0297Hariyama.png|#C03028
Azurill||/wiki/Azurill_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/75/0298Azurill.png/70px-0298Azurill.png|#A8A878
Nosepass||/wiki/Nosepass_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/6c/0299Nosepass.png/70px-0299Nosepass.png|#B8A038
Skitty||/wiki/Skitty_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/75/0300Skitty.png/70px-0300Skitty.png|#A8A878
Delcatty||/wiki/Delcatty_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/d/d4/0301Delcatty.png/70px-0301Delcatty.png|#A8A878
Sableye||/wiki/Sableye_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/98/0302Sableye.png/70px-0302Sableye.png|#705848
Mawile||/wiki/Mawile_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/77/0303Mawile.png/70px-0303Mawile.png|#B8B8D0
Aron||/wiki/Aron_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/38/0304Aron.png/70px-0304Aron.png|#B8B8D0
Lairon||/wiki/Lairon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/20/0305Lairon.png/70px-0305Lairon.png|#B8B8D0
Aggron||/wiki/Aggron_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/1e/0306Aggron.png/70px-0306Aggron.png|#B8B8D0
Meditite||/wiki/Meditite_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/6e/0307Meditite.png/70px-0307Meditite.png|#C03028
Medicham||/wiki/Medicham_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/a6/0308Medicham.png/70px-0308Medicham.png|#C03028
Electrike||/wiki/Electrike_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/40/0309Electrike.png/70px-0309Electrike.png|#F8D030
Manectric||/wiki/Manectric_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/a0/0310Manectric.png/70px-0310Manectric.png|#F8D030
Plusle||/wiki/Plusle_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/3b/0311Plusle.png/70px-0311Plusle.png|#F8D030
Minun||/wiki/Minun_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/a9/0312Minun.png/70px-0312Minun.png|#F8D030
Volbeat||/wiki/Volbeat_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/67/0313Volbeat.png/70px-0313Volbeat.png|#A8B820
Illumise||/wiki/Illumise_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/6f/0314Illumise.png/70px-0314Illumise.png|#A8B820
Roselia||/wiki/Roselia_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/cf/0315Roselia.png/70px-0315Roselia.png|#78C850
Gulpin||/wiki/Gulpin_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/5c/0316Gulpin.png/70px-0316Gulpin.png|#A040A0
Swalot||/wiki/Swalot_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/79/0317Swalot.png/70px-0317Swalot.png|#A040A0
Carvanha||/wiki/Carvanha_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/e1/0318Carvanha.png/70px-0318Carvanha.png|#6890F0
Sharpedo||/wiki/Sharpedo_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/a8/0319Sharpedo.png/70px-0319Sharpedo.png|#6890F0
Wailmer||/wiki/Wailmer_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/0c/0320Wailmer.png/70px-0320Wailmer.png|#6890F0
Wailord||/wiki/Wailord_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/42/0321Wailord.png/70px-0321Wailord.png|#6890F0
Numel||/wiki/Numel_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/d/da/0322Numel.png/70px-0322Numel.png|#F08030
Camerupt||/wiki/Camerupt_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/5d/0323Camerupt.png/70px-0323Camerupt.png|#F08030
Torkoal||/wiki/Torkoal_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/82/0324Torkoal.png/70px-0324Torkoal.png|#F08030
Spoink||/wiki/Spoink_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/2e/0325Spoink.png/70px-0325Spoink.png|#F85888
Grumpig||/wiki/Grumpig_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/e5/0326Grumpig.png/70px-0326Grumpig.png|#F85888
Spinda||/wiki/Spinda_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/89/0327Spinda.png/70px-0327Spinda.png|#A8A878
Trapinch||/wiki/Trapinch_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/ac/0328Trapinch.png/70px-0328Trapinch.png|#E0C068
Vibrava||/wiki/Vibrava_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/4b/0329Vibrava.png/70px-0329Vibrava.png|#E0C068
Flygon||/wiki/Flygon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/4a/0330Flygon.png/70px-0330Flygon.png|#E0C068
Cacnea||/wiki/Cacnea_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/1f/0331Cacnea.png/70px-0331Cacnea.png|#78C850
Cacturne||/wiki/Cacturne_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/89/0332Cacturne.png/70px-0332Cacturne.png|#78C850
Swablu||/wiki/Swablu_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/cd/0333Swablu.png/70px-0333Swablu.png|#A8A878
Altaria||/wiki/Altaria_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/b2/0334Altaria.png/70px-0334Altaria.png|#7038F8
Zangoose||/wiki/Zangoose_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/93/0335Zangoose.png/70px-0335Zangoose.png|#A8A878
Seviper||/wiki/Seviper_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/ae/0336Seviper.png/70px-0336Seviper.png|#A040A0
Lunatone||/wiki/Lunatone_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/ac/0337Lunatone.png/70px-0337Lunatone.png|#B8A038
Solrock||/wiki/Solrock_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/13/0338Solrock.png/70px-0338Solrock.png|#B8A038
Barboach||/wiki/Barboach_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/6f/0339Barboach.png/70px-0339Barboach.png|#6890F0
Whiscash||/wiki/Whiscash_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/b0/0340Whiscash.png/70px-0340Whiscash.png|#6890F0
Corphish||/wiki/Corphish_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/93/0341Corphish.png/70px-0341Corphish.png|#6890F0
Crawdaunt||/wiki/Crawdaunt_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/48/0342Crawdaunt.png/70px-0342Crawdaunt.png|#6890F0
Baltoy||/wiki/Baltoy_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/62/0343Baltoy.png/70px-0343Baltoy.png|#E0C068
Claydol||/wiki/Claydol_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/39/0344Claydol.png/70px-0344Claydol.png|#E0C068
Lileep||/wiki/Lileep_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/06/0345Lileep.png/70px-0345Lileep.png|#B8A038
Cradily||/wiki/Cradily_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/ee/0346Cradily.png/70px-0346Cradily.png|#B8A038
Anorith||/wiki/Anorith_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/c8/0347Anorith.png/70px-0347Anorith.png|#B8A038
Armaldo||/wiki/Armaldo_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/15/0348Armaldo.png/70px-0348Armaldo.png|#B8A038
Feebas||/wiki/Feebas_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/af/0349Feebas.png/70px-0349Feebas.png|#6890F0
Milotic||/wiki/Milotic_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/55/0350Milotic.png/70px-0350Milotic.png|#6890F0
Castform|Normal|/wiki/Castform_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/ff/0351Castform.png/70px-0351Castform.png|#A8A878
Castform|Sunny Form|/wiki/Castform_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/90/0351Castform-Sunny.png/70px-0351Castform-Sunny.png|#F08030
Castform|Rainy Form|/wiki/Castform_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/ab/0351Castform-Rainy.png/70px-0351Castform-Rainy.png|#6890F0
Castform|Snowy Form|/wiki/Castform_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/34/0351Castform-Snowy.png/70px-0351Castform-Snowy.png|#98D8D8
Kecleon||/wiki/Kecleon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/b6/0352Kecleon.png/70px-0352Kecleon.png|#A8A878
Shuppet||/wiki/Shuppet_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/5d/0353Shuppet.png/70px-0353Shuppet.png|#705898
Banette||/wiki/Banette_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/72/0354Banette.png/70px-0354Banette.png|#705898
Duskull||/wiki/Duskull_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/f6/0355Duskull.png/70px-0355Duskull.png|#705898
Dusclops||/wiki/Dusclops_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/0e/0356Dusclops.png/70px-0356Dusclops.png|#705898
Tropius||/wiki/Tropius_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/3c/0357Tropius.png/70px-0357Tropius.png|#78C850
Chimecho||/wiki/Chimecho_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/55/0358Chimecho.png/70px-0358Chimecho.png|#F85888
Absol||/wiki/Absol_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/9b/0359Absol.png/70px-0359Absol.png|#705848
Wynaut||/wiki/Wynaut_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/be/0360Wynaut.png/70px-0360Wynaut.png|#F85888
Snorunt||/wiki/Snorunt_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/0c/0361Snorunt.png/70px-0361Snorunt.png|#98D8D8
Glalie||/wiki/Glalie_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/88/0362Glalie.png/70px-0362Glalie.png|#98D8D8
Spheal||/wiki/Spheal_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/6f/0363Spheal.png/70px-0363Spheal.png|#98D8D8
Sealeo||/wiki/Sealeo_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/36/0364Sealeo.png/70px-0364Sealeo.png|#98D8D8
Walrein||/wiki/Walrein_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/ba/0365Walrein.png/70px-0365Walrein.png|#98D8D8
Clamperl||/wiki/Clamperl_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/af/0366Clamperl.png/70px-0366Clamperl.png|#6890F0
Huntail||/wiki/Huntail_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/a8/0367Huntail.png/70px-0367Huntail.png|#6890F0
Gorebyss||/wiki/Gorebyss_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/87/0368Gorebyss.png/70px-0368Gorebyss.png|#6890F0
Relicanth||/wiki/Relicanth_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/e8/0369Relicanth.png/70px-0369Relicanth.png|#6890F0
Luvdisc||/wiki/Luvdisc_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/d/d4/0370Luvdisc.png/70px-0370Luvdisc.png|#6890F0
Bagon||/wiki/Bagon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/4a/0371Bagon.png/70px-0371Bagon.png|#7038F8
Shelgon||/wiki/Shelgon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/cb/0372Shelgon.png/70px-0372Shelgon.png|#7038F8
Salamence||/wiki/Salamence_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/8a/0373Salamence.png/70px-0373Salamence.png|#7038F8
Beldum||/wiki/Beldum_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/aa/0374Beldum.png/70px-0374Beldum.png|#B8B8D0
Metang||/wiki/Metang_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/23/0375Metang.png/70px-0375Metang.png|#B8B8D0
Metagross||/wiki/Metagross_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/fe/0376Metagross.png/70px-0376Metagross.png|#B8B8D0
Regirock||/wiki/Regirock_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/9c/0377Regirock.png/70px-0377Regirock.png|#B8A038
Regice||/wiki/Regice_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/1c/0378Regice.png/70px-0378Regice.png|#98D8D8
Registeel||/wiki/Registeel_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/22/0379Registeel.png/70px-0379Registeel.png|#B8B8D0
Latias||/wiki/Latias_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/f7/0380Latias.png/70px-0380Latias.png|#7038F8
Latios||/wiki/Latios_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/b9/0381Latios.png/70px-0381Latios.png|#7038F8
Kyogre|Kyogre|/wiki/Kyogre_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/51/0382Kyogre.png/70px-0382Kyogre.png|#6890F0
Groudon|Groudon|/wiki/Groudon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/28/0383Groudon.png/70px-0383Groudon.png|#E0C068
Rayquaza||/wiki/Rayquaza_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/80/0384Rayquaza.png/70px-0384Rayquaza.png|#7038F8
Jirachi||/wiki/Jirachi_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/61/0385Jirachi.png/70px-0385Jirachi.png|#B8B8D0
Deoxys|Normal Forme|/wiki/Deoxys_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/d/d7/0386Deoxys.png/70px-0386Deoxys.png|#F85888
Deoxys|Attack Forme|/wiki/Deoxys_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/c6/0386Deoxys-Attack.png/70px-0386Deoxys-Attack.png|#F85888
Deoxys|Defense Forme|/wiki/Deoxys_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/27/0386Deoxys-Defense.png/70px-0386Deoxys-Defense.png|#F85888
Deoxys|Speed Forme|/wiki/Deoxys_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/17/0386Deoxys-Speed.png/70px-0386Deoxys-Speed.png|#F85888
Turtwig||/wiki/Turtwig_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/68/0387Turtwig.png/70px-0387Turtwig.png|#78C850
Grotle||/wiki/Grotle_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/f8/0388Grotle.png/70px-0388Grotle.png|#78C850
Torterra||/wiki/Torterra_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/ac/0389Torterra.png/70px-0389Torterra.png|#78C850
Chimchar||/wiki/Chimchar_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/91/0390Chimchar.png/70px-0390Chimchar.png|#F08030
Monferno||/wiki/Monferno_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/52/0391Monferno.png/70px-0391Monferno.png|#F08030
Infernape||/wiki/Infernape_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/82/0392Infernape.png/70px-0392Infernape.png|#F08030
Piplup||/wiki/Piplup_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/ba/0393Piplup.png/70px-0393Piplup.png|#6890F0
Prinplup||/wiki/Prinplup_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/a/ac/0394Prinplup.png/70px-0394Prinplup.png|#6890F0
Empoleon||/wiki/Empoleon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/7f/0395Empoleon.png/70px-0395Empoleon.png|#6890F0
Starly||/wiki/Starly_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/9b/0396Starly.png/70px-0396Starly.png|#A8A878
Staravia||/wiki/Staravia_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/8/87/0397Staravia.png/70px-0397Staravia.png|#A8A878
Staraptor||/wiki/Staraptor_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/3c/0398Staraptor.png/70px-0398Staraptor.png|#A8A878
Bidoof||/wiki/Bidoof_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/70/0399Bidoof.png/70px-0399Bidoof.png|#A8A878
Bibarel||/wiki/Bibarel_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/d/dc/0400Bibarel.png/70px-0400Bibarel.png|#A8A878
Kricketot||/wiki/Kricketot_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/7/72/0401Kricketot.png/70px-0401Kricketot.png|#A8B820
Kricketune||/wiki/Kricketune_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/11/0402Kricketune.png/70px-0402Kricketune.png|#A8B820
Shinx||/wiki/Shinx_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/58/0403Shinx.png/70px-0403Shinx.png|#F8D030
Luxio||/wiki/Luxio_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/0f/0404Luxio.png/70px-0404Luxio.png|#F8D030
Luxray||/wiki/Luxray_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/f4/0405Luxray.png/70px-0405Luxray.png|#F8D030
Budew||/wiki/Budew_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/f9/0406Budew.png/70px-0406Budew.png|#78C850
Roserade||/wiki/Roserade_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/b9/0407Roserade.png/70px-0407Roserade.png|#78C850
Cranidos||/wiki/Cranidos_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/0/07/0408Cranidos.png/70px-0408Cranidos.png|#B8A038
Rampardos||/wiki/Rampardos_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/1f/0409Rampardos.png/70px-0409Rampardos.png|#B8A038
Shieldon||/wiki/Shieldon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/11/0410Shieldon.png/70px-0410Shieldon.png|#B8A038
Bastiodon||/wiki/Bastiodon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/b0/0411Bastiodon.png/70px-0411Bastiodon.png|#B8A038
Burmy|Plant Cloak|/wiki/Burmy_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/e8/0412Burmy-Plant.png/70px-0412Burmy-Plant.png|#A8B820
Burmy|Sandy Cloak|/wiki/Burmy_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/ee/0412Burmy-Sandy.png/70px-0412Burmy-Sandy.png|#A8B820
Burmy|Trash Cloak|/wiki/Burmy_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/4/42/0412Burmy-Trash.png/70px-0412Burmy-Trash.png|#A8B820
Wormadam|Plant Cloak|/wiki/Wormadam_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/ee/0413Wormadam-Plant.png/70px-0413Wormadam-Plant.png|#A8B820
Wormadam|Sandy Cloak|/wiki/Wormadam_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/b7/0413Wormadam-Sandy.png/70px-0413Wormadam-Sandy.png|#A8B820
Wormadam|Trash Cloak|/wiki/Wormadam_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/25/0413Wormadam-Trash.png/70px-0413Wormadam-Trash.png|#A8B820
Mothim||/wiki/Mothim_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/22/0414Mothim.png/70px-0414Mothim.png|#A8B820
Combee||/wiki/Combee_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/3/30/0415Combee.png/70px-0415Combee.png|#A8B820
Vespiquen||/wiki/Vespiquen_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/6c/0416Vespiquen.png/70px-0416Vespiquen.png|#A8B820
Pachirisu||/wiki/Pachirisu_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/92/0417Pachirisu.png/70px-0417Pachirisu.png|#F8D030
Buizel||/wiki/Buizel_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/b3/0418Buizel.png/70px-0418Buizel.png|#6890F0
Floatzel||/wiki/Floatzel_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/1/1c/0419Floatzel.png/70px-0419Floatzel.png|#6890F0
Cherubi||/wiki/Cherubi_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/b/bc/0420Cherubi.png/70px-0420Cherubi.png|#78C850
Cherrim|Overcast Form|/wiki/Cherrim_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/2/21/0421Cherrim.png/70px-0421Cherrim.png|#78C850
Shellos|West Sea|/wiki/Shellos_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/6/65/0422Shellos-West.png/70px-0422Shellos-West.png|#6890F0
Shellos|East Sea|/wiki/Shellos_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/d/db/0422Shellos-East.png/70px-0422Shellos-East.png|#6890F0
Cherrim|Sunshine Form|/wiki/Cherrim_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/e4/0421Cherrim-Sunny.png/70px-0421Cherrim-Sunny.png|#78C850
Gastrodon|West Sea|/wiki/Gastrodon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/c/c0/0423Gastrodon-West.png/70px-0423Gastrodon-West.png|#6890F0
Gastrodon|East Sea|/wiki/Gastrodon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/5/57/0423Gastrodon-East.png/70px-0423Gastrodon-East.png|#6890F0
Ambipom||/wiki/Ambipom_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/9/9d/0424Ambipom.png/70px-0424Ambipom.png|#A8A878
Drifloon||/wiki/Drifloon_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/f/ff/0425Drifloon.png/70px-0425Drifloon.png|#705898
Drifblim||/wiki/Drifblim_(Pok%C3%A9mon)|//archives.bulbagarden.net/media/upload/thumb/e/ea/0426Drifblim.png/70px-0426Drifblim.png|#705898
